"10000431","1060959"
"10001642","2780780"
"10001642","2985529"
"10005970","2918496"
"10006360","3257452"
"10007631","1060959"
"10007877","988511"
"10011231","1540264"
"10012959","3442923"
"10014031","2627309"
"10015788","3451793"
"10015788","3918262"
"10016369","2239336"
"10018589","3480643"
"10021145","1223671"
"10021799","3229293"
"10021799","3919928"
"10021799","4033435"
"10022483","3232706"
"10022483","3884071"
"10024883","1791922"
"10024923","2108067"
"10029608","1785895"
"10029608","2552158"
"10032830","1516961"
"10039301","793738"
"10041111","1834170"
"10045032","3800316"
"10046525","2425673"
"10049506","2570074"
"10049506","2736927"
"10049928","3219907"
"10052333","2048631"
"10053752","862572"
"10054746","804075"
"10055856","1723015"
"10060643","3326446"
"10060643","3882308"
"10061002","1536338"
"10061924","3127571"
"10065687","1122580"
"10066121","1871067"
"10068497","2428217"
"10068497","3445139"
"10068497","3462600"
"10068497","3644159"
"10068497","3725771"
"10068497","3773605"
"10070998","2370444"
"10072467","1153537"
"10073667","1586314"
"10073667","2082252"
"10074058","3619820"
"10074686","3086064"
"10074912","2922385"
"10074912","3054563"
"10074912","3341130"
"10074912","3597088"
"10074912","3616556"
"10077044","1519258"
"10078129","930503"
"10078609","3966316"
"10079845","1690159"
"10085691","2082252"
"10086914","3552937"
"10087313","1064132"
"10092627","1720872"
"10093211","3091267"
"10094915","3888021"
"10096640","1401599"
"10098133","3726461"
"10099815","3194434"
"10099815","3842599"
"10099815","3977870"
"10101353","3519257"
"10101353","3945696"
"10102366","1552798"
"10104581","1959481"
"10105080","1842366"
"10105793","3239020"
"10105938","1125581"
"10108901","2991071"
"10108901","2991158"
"10108901","3623237"
"10108901","3880050"
"10108976","3207234"
"10110638","1795728"
"10111820","1489622"
"10112038","3380842"
"10113701","1208492"
"10113701","1225513"
"10113701","1913072"
"10117091","1513919"
"10117938","794054"
"10120410","3298216"
"10120410","3505065"
"10120410","3540113"
"10120410","3720835"
"10120410","3721308"
"10120410","3825534"
"10120410","4000930"
"10122030","2522602"
"10123672","1157778"
"10123672","1402954"
"10123672","1583276"
"10123672","1681743"
"10123672","1712188"
"10123672","3251685"
"10123672","3349200"
"10123672","3408577"
"10123672","3450928"
"10123672","3689153"
"10123672","3728795"
"10123672","3838025"
"10125661","1742150"
"10128167","1064625"
"10129601","987905"
"10129715","1457518"
"10135439","1464455"
"10137960","1139963"
"10141871","2023896"
"10145539","2260348"
"10145599","3902927"
"10147431","886947"
"10150139","1748472"
"10150139","1963072"
"10150139","2344603"
"10151373","1600692"
"10152101","1508704"
"10158676","2375334"
"10159578","1747545"
"10162041","988511"
"10162614","1878435"
"10163111","1473244"
"10164803","2553585"
"10165741","840349"
"10165897","1122482"
"10167191","2108067"
"10167516","1980991"
"10167516","2914823"
"10167516","3009811"
"10167516","3051314"
"10167516","3457684"
"10167516","3476632"
"10167516","3754366"
"10167516","3776317"
"10168834","3955790"
"10168834","3997048"
"10169081","3959340"
"10172200","3909651"
"10173193","1819533"
"10175161","2970134"
"10175161","3873053"
"10180445","1783474"
"10185859","2615906"
"10186257","2136315"
"10188585","3955503"
"10189478","1533677"
"10196527","1646281"
"10197039","2527639"
"10199794","1577912"
"10206038","3370963"
"10208729","3072835"
"10209672","1079730"
"10209830","1079730"
"10209830","1093459"
"10210455","2809326"
"10210455","3623337"
"10210455","3643273"
"10210723","3780972"
"10211180","4048281"
"10211518","1644975"
"10215852","3492740"
"10218553","2580760"
"10221263","1110452"
"10221281","1871188"
"10221281","1928562"
"10223228","3009513"
"10227787","794743"
"10240504","1222441"
"10240693","1516614"
"10241082","3598227"
"10244874","1671739"
"10249242","1878953"
"10249883","1602809"
"10249975","1082241"
"10250570","2179059"
"10250570","2306745"
"10252340","2135766"
"10255252","3374181"
"10259150","1602809"
"10260126","2176161"
"10262151","1019227"
"10263196","1710180"
"10264395","1105639"
"10265650","818084"
"10268107","3719080"
"10269015","3009263"
"10269015","3029419"
"10269015","3428145"
"10269015","3464835"
"10269015","3659715"
"10269015","3950946"
"10269015","4058982"
"10269306","3387003"
"10270620","3194118"
"10270620","3211952"
"10270620","3561525"
"10270620","3602157"
"10271812","1774904"
"10272580","2843297"
"10272580","3721574"
"10273174","800115"
"10273360","1569081"
"10274483","1157955"
"10276451","1074493"
"10277625","2869201"
"10277812","3571586"
"10284398","1610177"
"10287293","2468250"
"10287910","1736546"
"10291577","1793696"
"10291896","3125779"
"10291896","3559696"
"10291896","3681259"
"10292844","1064132"
"10319949","3913069"
"10320416","2006117"
"10329682","2251698"
"10332542","1907697"
"10334349","1032987"
"10334349","994579"
"10334865","2169282"
"10336347","851450"
"10336542","2280060"
"10337442","1632780"
"10338118","1405230"
"10341438","2723925"
"10344947","1158553"
"10346304","2847942"
"10346304","3512832"
"10346304","3963369"
"10347013","1053338"
"10354106","1192324"
"10354569","3935793"
"10356451","955071"
"10361731","3404679"
"10366727","809857"
"10369621","2657233"
